,administrative,administrative_duration,informational,informational_duration,product_related,product_related_duration,bounce_rates,exit_rates,page_values,month,operating_systems,browser,region,traffic_type,visitor_type,weekend,revenue
7990,2.0,0 days 00:00:39,0,0 days 00:00:00,27.0,0 days 00:00:00,0.004,0.01,0.0,Mar,Windows,Google Chrome,North America,Affiliate marketing,Returning_Visitor,False,False
7991,6.0,0 days 00:04:18.441666700,2,0 days 00:00:20,3.0,0 days 00:00:20,0.0667,0.075,0.0,Nov,Android,Google Chrome,North America,Google search,New_Visitor,False,False
7992,9.0,0 days 00:03:08.166666700,2,0 days 00:02:28,15.0,0 days 00:02:28,0.0035,0.013,0.0,Dec,MACOS,Safari,North America,Google search,Returning_Visitor,True,False
7993,1.0,0 days 00:00:33,0,0 days 00:00:00,23.0,0 days 00:00:00,0.0182,0.028,21.3,Feb,Windows,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,False,True
7994,4.0,0 days 00:00:56.200000,0,0 days 00:00:00,26.0,0 days 00:00:00,0.0,0.023,9.3,Aug,Windows,QQ,Eastern Europe,Google search,Returning_Visitor,False,False
7995,0.0,0 days 00:01:24,0,0 days 00:00:00,11.0,0 days 00:00:00,0.0,0.028,38.3,Dec,MACOS,Safari,Eastern Europe,Google search,New_Visitor,False,True
7996,3.0,0 days 00:06:58,0,0 days 00:00:00,1.0,0 days 00:00:00,0.0,0.021,4.0,Aug,Android,Google Chrome,Western Europe,Bing search,Returning_Visitor,False,True
7997,0.0,0 days 00:00:00,0,0 days 00:00:00,8.0,0 days 00:00:00,0.0,0.013,0.0,Dec,MACOS,Safari,North America,Instagram ads,Returning_Visitor,False,False
7998,0.0,0 days 00:01:11.625000,0,0 days 00:00:00,59.0,0 days 00:00:00,0.001,0.01,21.6,Aug,MACOS,Safari,Western Europe,Google search,Returning_Visitor,True,True
7999,0.0,0 days 00:00:06,0,0 days 00:00:00,4.0,0 days 00:00:00,0.08,0.133,0.0,Aug,MACOS,Safari,North America,Facebook ads,Returning_Visitor,True,False
8000,2.0,0 days 00:00:38.100000,0,0 days 00:00:00,1.0,0 days 00:00:00,0.0,0.005,0.0,Oct,Windows,Google Chrome,Southern Africa,Google search,New_Visitor,False,False
8001,0.0,0 days 00:00:00,0,0 days 00:00:00,6.0,0 days 00:00:00,0.0,0.033,0.0,Nov,Windows,Google Chrome,Northern Africa,Direct Traffic,Returning_Visitor,False,False
8002,1.0,0 days 00:00:12,0,0 days 00:00:00,58.0,0 days 00:00:00,0.0,0.01,29.4,May,iOS,Google Chrome,South America,Facebook ads,Returning_Visitor,False,True
8003,0.0,0 days 00:00:00,0,0 days 00:00:00,2.0,0 days 00:00:00,0.0,0.067,0.0,May,iOS,Safari,Asia,Instagram ads,Returning_Visitor,True,False
8004,1.0,0 days 00:02:03,0,0 days 00:00:00,31.0,0 days 00:00:00,0.0,0.024,0.0,Dec,Windows,Google Chrome,Oceania,Google search,Returning_Visitor,False,False
8005,0.0,0 days 00:00:00,1,0 days 00:02:02.500000,11.0,0 days 00:02:02.500000,0.0,0.01,0.0,Mar,Windows,Google Chrome,Africa,Google search,Returning_Visitor,False,False
8006,0.0,0 days 00:00:00,0,0 days 00:00:00,28.0,0 days 00:00:00,0.0097,0.027,12.2,Nov,Windows,Microsoft Edge,Western Europe,Facebook ads,Returning_Visitor,True,True
8007,0.0,0 days 00:00:00,0,0 days 00:00:00,14.0,0 days 00:00:00,0.0474,0.047,0.0,May,Windows,Google Chrome,North America,Youtube ads,Returning_Visitor,False,False
8008,0.0,0 days 00:00:00,0,0 days 00:00:00,5.0,0 days 00:00:00,0.05,0.075,0.0,Mar,Android,Google Chrome,North America,Facebook ads,Returning_Visitor,False,False
8009,0.0,0 days 00:00:00,0,0 days 00:00:00,3.0,0 days 00:00:00,0.0,0.05,0.0,Nov,Windows,Google Chrome,Northern Africa,Google search,Returning_Visitor,False,True
8010,5.0,0 days 00:01:53.750000,1,0 days 00:00:00,14.0,0 days 00:00:00,0.0,0.022,0.0,Sep,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,True,False
8011,2.0,0 days 00:01:30.600000,0,0 days 00:00:00,1.0,0 days 00:00:00,0.0,0.04,49.0,Nov,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,True
8012,0.0,0 days 00:00:00,0,0 days 00:00:00,112.0,0 days 00:00:00,0.0113,0.021,0.0,Dec,MACOS,Safari,Western Europe,Facebook ads,Returning_Visitor,True,False
8013,0.0,0 days 00:00:00,0,0 days 00:00:00,5.0,0 days 00:00:00,0.1667,0.12,0.0,May,Windows,Google Chrome,Asia,Bing search,Returning_Visitor,False,False
8014,8.0,0 days 00:03:28.200000,0,0 days 00:00:00,47.0,0 days 00:00:00,0.0,0.024,0.0,Oct,Windows,Google Chrome,Asia,Bing search,Returning_Visitor,True,False
8015,0.0,0 days 00:00:15,0,0 days 00:00:00,26.0,0 days 00:00:00,0.0,0.015,0.0,Nov,Windows,Microsoft Edge,Asia,Instagram ads,Returning_Visitor,False,False
8016,0.0,0 days 00:00:00,0,0 days 00:00:00,26.0,0 days 00:00:00,0.0072,0.029,0.0,Nov,Windows,Microsoft Edge,North America,Instagram ads,Returning_Visitor,False,False
8017,2.0,0 days 00:01:07,0,0 days 00:00:00,99.0,0 days 00:00:00,0.0034,0.01,0.0,Nov,Android,Google Chrome,Western Europe,Google search,Returning_Visitor,False,False
8018,0.0,0 days 00:00:00,0,0 days 00:00:00,32.0,0 days 00:00:00,0.01,0.035,0.0,May,MACOS,Safari,North America,Bing search,Returning_Visitor,False,False
8019,0.0,0 days 00:00:00,0,0 days 00:00:00,16.0,0 days 00:00:00,0.0,0.004,0.0,Dec,Android,Google Chrome,Africa,Google search,New_Visitor,True,False
8020,2.0,0 days 00:04:44.166666700,1,0 days 00:00:25,1.0,0 days 00:00:25,0.0123,0.034,80.7,Nov,Windows,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,False,False
8021,3.0,0 days 00:02:16.013333300,0,0 days 00:00:00,30.0,0 days 00:00:00,0.0,0.013,13.9,Dec,Windows,Google Chrome,Eastern Europe,Google search,Returning_Visitor,True,True
8022,4.0,0 days 00:00:06,0,0 days 00:00:00,6.0,0 days 00:00:00,0.0,0.04,0.0,Oct,Android,Google Chrome,North America,Tik Tok ads,Returning_Visitor,False,True
8023,0.0,0 days 00:00:00,0,0 days 00:00:00,10.0,0 days 00:00:00,0.04,0.068,0.0,May,Windows,Internet Explorer,North America,Instagram ads,Returning_Visitor,False,False
8024,0.0,0 days 00:00:00,0,0 days 00:00:00,54.0,0 days 00:00:00,0.0065,0.032,18.2,Nov,Windows,Google Chrome,Asia,Facebook ads,Returning_Visitor,False,True
8025,2.0,0 days 00:00:06,0,0 days 00:00:00,17.0,0 days 00:00:00,0.0,0.011,19.3,Dec,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,False
8026,0.0,0 days 00:00:00,0,0 days 00:00:00,4.0,0 days 00:00:00,0.08,0.083,0.0,Nov,Windows,Google Chrome,Africa,Youtube ads,Returning_Visitor,False,False
8027,0.0,0 days 00:00:00,0,0 days 00:00:00,28.0,0 days 00:00:00,0.0429,0.087,0.0,May,Windows,Google Chrome,North America,Direct Traffic,Returning_Visitor,False,False
8028,2.0,0 days 00:00:07,0,0 days 00:00:00,9.0,0 days 00:00:00,0.0181,0.048,0.0,Nov,Android,Android,Western Europe,Instagram ads,Returning_Visitor,False,False
8029,0.0,0 days 00:00:14,0,0 days 00:00:00,11.0,0 days 00:00:00,0.0081,0.055,0.0,Mar,Windows,Google Chrome,Northern Africa,Facebook ads,Returning_Visitor,False,False
8030,3.0,0 days 00:00:28.283333330,1,0 days 00:10:00,134.0,0 days 00:10:00,0.0078,0.013,3.0,Nov,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,True
8031,2.0,0 days 00:01:03,2,0 days 00:02:07,153.0,0 days 00:02:07,0.0032,0.012,0.0,Nov,MACOS,Safari,Eastern Europe,Google search,Returning_Visitor,False,False
8032,7.0,0 days 00:06:19,1,0 days 00:00:27,137.0,0 days 00:00:27,0.0033,0.021,0.0,May,MACOS,Safari,Northern Africa,Youtube ads,Returning_Visitor,False,False
8033,0.0,0 days 00:00:00,0,0 days 00:00:00,13.0,0 days 00:00:00,0.0,0.033,0.0,Dec,Windows,Google Chrome,Western Europe,Twitter,Returning_Visitor,False,False
8034,1.0,0 days 00:00:28,0,0 days 00:00:00,3.0,0 days 00:00:00,0.0,0.05,0.0,Mar,Android,QQ,North America,Instagram ads,New_Visitor,False,False
8035,0.0,0 days 00:00:00,6,0 days 00:01:35.666666670,155.0,0 days 00:01:35.666666670,0.0022,0.01,0.0,Nov,Windows,Opera,North America,Google search,Returning_Visitor,True,False
8036,2.0,0 days 00:01:05.500000,0,0 days 00:00:00,28.0,0 days 00:00:00,0.0053,0.029,3.1,Jul,Windows,Google Chrome,Western Europe,Tik Tok ads,Returning_Visitor,True,True
8037,3.0,0 days 00:02:39.150000,0,0 days 00:00:00,14.0,0 days 00:00:00,0.0072,0.04,0.0,Sep,Android,Google Chrome,Africa,Twitter,Returning_Visitor,False,True
8038,2.0,0 days 00:00:15.750000,0,0 days 00:00:00,11.0,0 days 00:00:00,0.0312,0.033,0.0,Dec,MACOS,Samsung Internet,Western Europe,Facebook ads,Returning_Visitor,False,True
8039,0.0,0 days 00:00:00,0,0 days 00:00:00,19.0,0 days 00:00:00,0.0,0.02,0.0,Nov,Windows,Google Chrome,Eastern Europe,Google search,New_Visitor,True,False
8040,0.0,0 days 00:00:06,0,0 days 00:00:00,5.0,0 days 00:00:00,0.0,0.06,0.0,Feb,MACOS,Safari,North America,Instagram ads,Returning_Visitor,False,False
8041,0.0,0 days 00:00:06,0,0 days 00:00:00,7.0,0 days 00:00:00,0.1,0.15,0.0,Feb,Windows,Microsoft Edge,North America,Instagram ads,Returning_Visitor,False,False
8042,0.0,0 days 00:00:00,0,0 days 00:00:00,87.0,0 days 00:00:00,0.0061,0.021,0.0,Nov,Windows,Google Chrome,Western Europe,Google search,Returning_Visitor,False,True
8043,0.0,0 days 00:00:06,0,0 days 00:00:00,16.0,0 days 00:00:00,0.0,0.022,0.0,Nov,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,False,True
8044,6.0,0 days 00:01:27.250000,0,0 days 00:00:00,38.0,0 days 00:00:00,0.0,0.015,92.7,Dec,Android,Google Chrome,South America,Google search,Returning_Visitor,True,False
8045,0.0,0 days 00:00:00,1,0 days 00:00:53.500000,2.0,0 days 00:00:53.500000,0.0,0.06,0.0,Dec,Windows,Google Chrome,North America,Affiliate marketing,Returning_Visitor,True,False
8046,7.0,0 days 00:02:33.333333300,0,0 days 00:00:00,53.0,0 days 00:00:00,0.0062,0.026,2.0,Dec,MACOS,Safari,Oceania,Google search,Returning_Visitor,False,False
8047,1.0,0 days 00:00:40.750000,0,0 days 00:00:00,1.0,0 days 00:00:00,0.0,0.013,4.0,May,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,False,False
8048,0.0,0 days 00:00:00,0,0 days 00:00:00,9.0,0 days 00:00:00,0.0,0.04,0.0,May,Windows,Google Chrome,North America,Twitter,Returning_Visitor,False,False
8049,0.0,0 days 00:00:00,0,0 days 00:00:00,75.0,0 days 00:00:00,0.0102,0.022,0.0,Nov,Android,Google Chrome,Western Europe,Instagram ads,Returning_Visitor,False,False
8050,0.0,0 days 00:00:00,0,0 days 00:00:00,27.0,0 days 00:00:00,0.0259,0.043,15.1,Oct,Windows,QQ,Western Europe,Instagram ads,Returning_Visitor,False,True
8051,0.0,0 days 00:00:00,0,0 days 00:00:00,27.0,0 days 00:00:00,0.0089,0.048,0.0,June,MACOS,Safari,North America,Bing search,Returning_Visitor,False,False
8052,1.0,0 days 00:04:57.500000,3,0 days 00:02:26,24.0,0 days 00:02:26,0.0222,0.023,0.0,May,MACOS,Safari,Eastern Europe,Facebook ads,Returning_Visitor,True,False
8053,10.0,0 days 00:12:13.166666700,4,0 days 00:01:49.150000,147.0,0 days 00:01:49.150000,0.0036,0.019,28.0,Aug,Windows,Google Chrome,South America,Youtube ads,Returning_Visitor,False,True
8054,0.0,0 days 00:00:00,0,0 days 00:00:00,18.0,0 days 00:00:00,0.0,0.013,0.0,Nov,Windows,Google Chrome,North America,Google search,New_Visitor,True,True
8055,0.0,0 days 00:00:00,0,0 days 00:00:00,3.0,0 days 00:00:00,0.1,0.15,0.0,May,Windows,Google Chrome,North America,Twitter,Returning_Visitor,False,False
8056,3.0,0 days 00:00:26.500000,0,0 days 00:00:00,1.0,0 days 00:00:00,0.0125,0.042,0.0,Mar,MACOS,Safari,North America,Youtube channel,Returning_Visitor,True,False
8057,2.0,0 days 00:01:13.200000,0,0 days 00:00:00,35.0,0 days 00:00:00,0.0,0.01,40.7,May,Windows,Microsoft Edge,North America,Google search,New_Visitor,False,True
8058,1.0,0 days 00:00:09,0,0 days 00:00:00,10.0,0 days 00:00:00,0.0145,0.004,0.0,May,Android,Google Chrome,Eastern Europe,Facebook ads,Returning_Visitor,False,False
8059,0.0,0 days 00:00:00,0,0 days 00:00:00,5.0,0 days 00:00:00,0.2,0.2,0.0,May,Windows,Mozilla Firefox,Eastern Europe,Bing search,Returning_Visitor,False,False
8060,0.0,0 days 00:00:00,0,0 days 00:00:00,3.0,0 days 00:00:00,0.1,0.15,0.0,May,Windows,Google Chrome,Western Europe,Twitter,Returning_Visitor,False,False
8061,2.0,0 days 00:00:17.250000,0,0 days 00:00:00,33.0,0 days 00:00:00,0.0344,0.042,10.1,May,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,False
8062,0.0,0 days 00:00:00,0,0 days 00:00:00,2.0,0 days 00:00:00,0.0,0.05,0.0,Nov,Android,Google Chrome,North America,Instagram ads,Returning_Visitor,False,True
8063,0.0,0 days 00:00:00,0,0 days 00:00:00,1.0,0 days 00:00:00,0.0284,0.09,0.0,Nov,Windows,Google Chrome,Asia,Affiliate marketing,Returning_Visitor,False,False
8064,0.0,0 days 00:00:00,0,0 days 00:00:00,4.0,0 days 00:00:00,0.0,0.06,0.0,May,Windows,Google Chrome,Asia,Facebook ads,Returning_Visitor,True,False
8065,0.0,0 days 00:00:00,1,0 days 00:00:36,1.0,0 days 00:00:36,0.0,0.014,0.0,May,Windows,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,False,False
8066,0.0,0 days 00:00:00,0,0 days 00:00:00,19.0,0 days 00:00:00,0.0,0.031,0.0,Dec,Windows,Microsoft Edge,Eastern Europe,Facebook ads,Returning_Visitor,False,False
8067,0.0,0 days 00:00:00,0,0 days 00:00:00,12.0,0 days 00:00:00,0.0227,0.045,0.0,Nov,MACOS,Safari,Western Europe,Google search,Returning_Visitor,False,False
8068,0.0,0 days 00:00:00,0,0 days 00:00:00,6.0,0 days 00:00:00,0.0667,0.071,0.0,Dec,Android,Android,Northern Africa,Google search,New_Visitor,True,False
8069,6.0,0 days 00:02:15,1,0 days 00:00:14,15.0,0 days 00:00:14,0.0,0.005,0.0,Mar,MACOS,Safari,Africa,Affiliate marketing,Returning_Visitor,False,False
8070,0.0,0 days 00:00:00,0,0 days 00:00:00,5.0,0 days 00:00:00,0.04,0.12,0.0,May,Windows,Google Chrome,North America,Youtube ads,Returning_Visitor,True,False
8071,12.0,0 days 00:00:06,2,0 days 00:00:26,22.0,0 days 00:00:26,0.0222,0.032,13.6,May,Windows,Google Chrome,Asia,Google search,Returning_Visitor,True,False
8072,1.0,0 days 00:00:06,0,0 days 00:00:00,3.0,0 days 00:00:00,0.0,0.025,0.0,Nov,Android,Google Chrome,North America,Instagram ads,Returning_Visitor,False,False
8073,0.0,0 days 00:00:00,0,0 days 00:00:00,22.0,0 days 00:00:00,0.05,0.067,0.0,May,Windows,Google Chrome,Africa,Bing search,Returning_Visitor,True,False
8074,0.0,0 days 00:00:00,0,0 days 00:00:00,10.0,0 days 00:00:00,0.04,0.061,0.0,Mar,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,False,False
8075,0.0,0 days 00:00:00,0,0 days 00:00:00,10.0,0 days 00:00:00,0.007,0.016,0.0,Nov,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,False,False
8076,0.0,0 days 00:00:00,0,0 days 00:00:00,37.0,0 days 00:00:00,0.0276,0.055,0.0,May,Android,Google Chrome,South America,Youtube ads,Returning_Visitor,False,False
8077,0.0,0 days 00:00:00,0,0 days 00:00:00,28.0,0 days 00:00:00,0.0098,0.033,0.0,Nov,Windows,Google Chrome,North America,Google search,Returning_Visitor,True,False
8078,0.0,0 days 00:00:00,0,0 days 00:00:00,1.0,0 days 00:00:00,0.2,0.2,0.0,Dec,Android,Google Chrome,Western Europe,Google search,Returning_Visitor,False,False
8079,0.0,0 days 00:00:00,0,0 days 00:00:00,27.0,0 days 00:00:00,0.0087,0.011,0.0,Sep,MACOS,Safari,North America,Bing search,Returning_Visitor,False,False
8080,0.0,0 days 00:00:00,0,0 days 00:00:00,17.0,0 days 00:00:00,0.0,0.039,0.0,Nov,MACOS,Safari,North America,Youtube channel,New_Visitor,True,False
8081,0.0,0 days 00:00:00,0,0 days 00:00:00,5.0,0 days 00:00:00,0.0,0.05,0.0,May,Windows,Google Chrome,Western Europe,Instagram Page,Returning_Visitor,True,False
8082,0.0,0 days 00:00:00,0,0 days 00:00:00,1.0,0 days 00:00:00,0.0,0.1,0.0,Dec,MACOS,Safari,North America,Affiliate marketing,Returning_Visitor,False,False
8083,0.0,0 days 00:00:00,0,0 days 00:00:00,17.0,0 days 00:00:00,0.0,0.062,0.0,Mar,Windows,Microsoft Edge,North America,Facebook ads,Returning_Visitor,False,False
8084,12.0,0 days 00:05:19.121211100,4,0 days 00:08:47.666666700,377.0,0 days 00:08:47.666666700,0.0026,0.004,0.0,May,Windows,Google Chrome,Eastern Europe,Facebook ads,Returning_Visitor,False,False
8085,2.0,0 days 00:00:50,0,0 days 00:00:00,7.0,0 days 00:00:00,0.0282,0.076,0.0,Nov,MACOS,Safari,Western Europe,Google search,Returning_Visitor,True,False
8086,1.0,0 days 00:00:28,0,0 days 00:00:00,18.0,0 days 00:00:00,0.0,0.04,3.8,May,Windows,Microsoft Edge,North America,Bing search,Returning_Visitor,False,True
8087,0.0,0 days 00:00:00,0,0 days 00:00:00,3.0,0 days 00:00:00,0.0,0.033,0.0,Mar,Windows,Google Chrome,North America,Youtube channel,New_Visitor,False,False
8088,0.0,0 days 00:00:00,0,0 days 00:00:00,16.0,0 days 00:00:00,0.0448,0.093,0.0,Nov,MACOS,Safari,South America,Google search,New_Visitor,False,False
8089,3.0,0 days 00:01:55,0,0 days 00:00:00,23.0,0 days 00:00:00,0.0,0.026,0.0,May,Windows,Mozilla Firefox,North America,Bing search,Returning_Visitor,False,False
8090,15.0,0 days 00:06:07.964766700,2,0 days 00:00:19,102.0,0 days 00:00:19,0.0048,0.019,76.4,Nov,Windows,Google Chrome,North America,Affiliate marketing,Returning_Visitor,False,False
8091,3.0,0 days 00:01:24.500000,0,0 days 00:00:00,58.0,0 days 00:00:00,0.0,0.006,0.0,Nov,Windows,Google Chrome,Asia,Google search,New_Visitor,False,False
8092,0.0,0 days 00:01:26.500000,2,0 days 00:00:47.500000,21.0,0 days 00:00:47.500000,0.0,0.014,0.0,Mar,Windows,Google Chrome,Eastern Europe,Google search,New_Visitor,True,False
8093,4.0,0 days 00:00:56.500000,0,0 days 00:00:00,1.0,0 days 00:00:00,0.0,0.033,0.0,Dec,Windows,Google Chrome,Eastern Europe,Google search,New_Visitor,True,False
8094,0.0,0 days 00:00:00,0,0 days 00:00:00,7.0,0 days 00:00:00,0.0,0.029,0.0,Mar,Windows,Google Chrome,Eastern Europe,Facebook ads,Returning_Visitor,False,False
8095,6.0,0 days 00:02:22.500000,0,0 days 00:00:00,34.0,0 days 00:00:00,0.0,0.011,0.0,Mar,iOS,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,False,False
8096,10.0,0 days 00:04:58.142416400,0,0 days 00:00:00,1.0,0 days 00:00:00,0.0,0.005,0.0,Aug,Windows,Mozilla Firefox,South America,Instagram Page,New_Visitor,False,False
8097,7.0,0 days 00:02:05,1,0 days 00:00:48.750000,105.0,0 days 00:00:48.750000,0.0021,0.008,0.0,Nov,MACOS,Safari,Asia,Google search,Returning_Visitor,False,False
8098,8.0,0 days 00:01:23.366666670,0,0 days 00:00:00,11.0,0 days 00:00:00,0.0184,0.073,0.0,Mar,Android,Google Chrome,North America,Youtube ads,Returning_Visitor,False,False
8099,0.0,0 days 00:00:00,0,0 days 00:00:00,6.0,0 days 00:00:00,0.0,0.053,0.0,May,MACOS,Safari,North America,Instagram Page,New_Visitor,False,False
8100,8.0,0 days 00:03:11.166666700,0,0 days 00:00:00,76.0,0 days 00:00:00,0.0141,0.024,13.1,Nov,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,False,False
8101,5.0,0 days 00:00:26,0,0 days 00:00:00,50.0,0 days 00:00:00,0.0,0.02,22.7,Dec,Windows,Mozilla Firefox,North America,Google search,Returning_Visitor,False,True
8102,9.0,0 days 00:04:14.191477100,0,0 days 00:00:00,6.0,0 days 00:00:00,0.0133,0.028,0.0,May,Android,Google Chrome,Western Europe,Youtube ads,Returning_Visitor,False,False
8103,0.0,0 days 00:00:00,0,0 days 00:00:00,4.0,0 days 00:00:00,0.0,0.04,0.0,Mar,Windows,Google Chrome,Southern Africa,Youtube ads,Returning_Visitor,False,False
8104,0.0,0 days 00:00:00,0,0 days 00:00:00,26.0,0 days 00:00:00,0.0,0.022,0.0,Mar,Windows,Google Chrome,Southern Africa,Google search,Returning_Visitor,False,False
8105,0.0,0 days 00:00:06,0,0 days 00:00:00,28.0,0 days 00:00:00,0.0138,0.033,0.0,Dec,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,False
8106,8.0,0 days 00:17:29.872425,3,0 days 00:04:52,21.0,0 days 00:04:52,0.0031,0.021,0.0,Mar,Android,Google Chrome,Africa,Google search,Returning_Visitor,False,False
8107,1.0,0 days 00:00:06,2,0 days 00:00:21,27.0,0 days 00:00:21,0.0,0.015,22.0,Mar,MACOS,Safari,Africa,Facebook ads,Returning_Visitor,False,True
8108,0.0,0 days 00:00:00,0,0 days 00:00:00,18.0,0 days 00:00:00,0.0,0.021,0.0,May,Windows,Google Chrome,North America,Bing search,Returning_Visitor,False,False
8109,8.0,0 days 00:01:52.333333300,0,0 days 00:00:00,17.0,0 days 00:00:00,0.0,0.016,12.1,Nov,MACOS,Safari,Africa,Google search,New_Visitor,False,False
8110,4.0,0 days 00:03:04.500000,0,0 days 00:00:00,10.0,0 days 00:00:00,0.0,0.013,0.0,Mar,Android,Google Chrome,Eastern Europe,Google search,New_Visitor,False,False
8111,6.0,0 days 00:02:56.846666700,0,0 days 00:00:00,32.0,0 days 00:00:00,0.0018,0.019,0.0,Dec,Windows,Google Chrome,Western Europe,Google search,Returning_Visitor,False,False
8112,5.0,0 days 00:01:30.750000,0,0 days 00:00:00,39.0,0 days 00:00:00,0.0,0.015,5.9,Dec,Windows,Mozilla Firefox,Asia,Google search,New_Visitor,True,True
8113,3.0,0 days 00:00:44.500000,0,0 days 00:00:00,23.0,0 days 00:00:00,0.0,0.019,0.0,Dec,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,False
8114,2.0,0 days 00:00:17,1,0 days 00:00:00,39.0,0 days 00:00:00,0.0073,0.033,0.0,May,Android,Internet Explorer,Western Europe,Facebook ads,Returning_Visitor,False,False
8115,3.0,0 days 00:01:13,0,0 days 00:00:00,18.0,0 days 00:00:00,0.0,0.011,0.0,Nov,MACOS,Safari,North America,Google search,Returning_Visitor,True,False
8116,0.0,0 days 00:00:00,0,0 days 00:00:00,17.0,0 days 00:00:00,0.0,0.009,0.0,Mar,MACOS,Safari,North America,Yahoo Search,Returning_Visitor,True,False
8117,3.0,0 days 00:00:25.700000,0,0 days 00:00:00,2.0,0 days 00:00:00,0.0662,0.075,0.0,Nov,Android,Google Chrome,Northern Africa,Instagram ads,Returning_Visitor,False,False
8118,0.0,0 days 00:00:00,0,0 days 00:00:00,17.0,0 days 00:00:00,0.0121,0.036,0.0,Nov,Windows,Google Chrome,Africa,Google search,Returning_Visitor,False,False
8119,0.0,0 days 00:00:00,1,0 days 00:00:54.500000,33.0,0 days 00:00:54.500000,0.029,0.022,0.0,Nov,MACOS,Samsung Internet,Western Europe,Direct Traffic,Returning_Visitor,False,False
8120,6.0,0 days 00:06:43.278571400,0,0 days 00:00:00,45.0,0 days 00:00:00,0.0,0.013,13.0,Jul,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,False,True
